workload,TRH-D,TREF_Freq,QPRAC,MINT,PrISM
505.mcf,250,2,0.6228588650724576,0.8059088033940273,0.9257847517899984
505.mcf,500,1,0.6228588650724576,0.9653322828021271,1.0
505.mcf,500,2,0.6228588650724576,0.9183998536915852,0.9975510735477192
505.mcf,500,4,0.6228588650724576,0.8881325620926169,0.9731446850374545
505.mcf,500,8,0.6228588650724576,0.8845296399636974,0.9610370243373497
505.mcf,500,0,0.6229611876885744,0.8714238511529931,0.9379920822873211
505.mcf,1000,2,0.6228588650724576,0.9851922616192599,0.999218915120024
507.cactuBSSN,250,2,0.9167562598940573,0.8238829290054798,0.9864096996163597
507.cactuBSSN,500,1,0.9167562598940573,0.970835127522334,1.0
507.cactuBSSN,500,2,0.9167562598940573,0.9271466608418719,0.9813466304767787
507.cactuBSSN,500,4,0.9167562598940573,0.9055645477761682,0.9553004193658866
507.cactuBSSN,500,8,0.9167562598940573,0.8949059064629916,0.9425845388415857
507.cactuBSSN,500,0,0.9167562598940573,0.8838633111290944,0.9317668893585755
507.cactuBSSN,1000,2,0.9167562598940573,0.9845134543757311,0.9989722273708042
508.namd,250,2,0.9642819286780622,0.9961675245673268,1.0
508.namd,500,1,0.9642819286780622,1.0,1.0
508.namd,500,2,0.9642819286780622,0.9993597812510614,1.0
508.namd,500,4,0.9642819286780622,0.9983623760933165,1.0
508.namd,500,8,0.9642819286780622,0.9939909077236305,1.0
508.namd,500,0,0.9642819286780622,0.9891009719839472,0.9940952257529423
508.namd,1000,2,0.9642819286780622,1.0,1.0
510.parest,250,2,0.6198917237169785,0.8062399998957405,0.9055938744065455
510.parest,500,1,0.6198917237169785,0.9560871619119083,1.0
510.parest,500,2,0.6198917237169785,0.9143816485488069,0.9953802018436576
510.parest,500,4,0.6198917237169785,0.8917078510089982,0.970278055604429
510.parest,500,8,0.6198917237169785,0.8818052000056205,0.958019102066323
510.parest,500,0,0.6197116248022105,0.8746635917165643,0.9474928369333845
510.parest,1000,2,0.6198917237169785,0.9750407484483268,0.9987841285718285
511.povray,250,2,0.996868419458993,0.9997891695244696,0.9996326050587051
511.povray,500,1,0.996868419458993,1.0,1.0
511.povray,500,2,0.996868419458993,0.9999021105900697,1.0
511.povray,500,4,0.996868419458993,0.9999414508900416,1.0
511.povray,500,8,0.996868419458993,0.9999551330219504,1.0
511.povray,500,0,0.996868419458993,1.0,0.9999048835644236
511.povray,1000,2,0.996868419458993,1.0,1.0
